4K&8K,#genre#
澳门卫视,http://61.244.22.5/ch3/ch3.live/chunklist_w1228316132.m3u8
澳门信息,http://61.244.22.5/ch5/info_ch5.live/chunklist_w105010641.m3u8
澳视澳门,http://61.244.22.5/ch1/ch1.live/index.m3u8#http://61.244.22.5/ch1/ch1.live/playelist.m3u8
澳视葡语,http://61.244.22.5/ch2/ch2.live/index.m3u8
澳视体育,http://61.244.22.5/ch4/sport_ch4.live/index.m3u8
澳视资讯,http://61.244.22.5/ch5/info_ch5.live/index.m3u8
澳视综艺,http://61.244.22.5/ch6/hd_ch6.live/index.m3u8
凤凰信息,https://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8
香港佛陀,https://js1.amtb.cn/liveedge/_definst_/livetv/playlist.m3u8#http://js1.amtb.cn/liveedge/_definst_/livetv/chunklist.m3u8
新加坡,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index.m3u8
亚洲新闻,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8#http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
有线新闻,http://61.10.2.140/live_freedirect/freehd209_h.live/chunklist_w135209556.m3u8
地方节目,#genre#
常州都市,http://192.168.6.1:35455/tptv/jsczdushi.m3u8
常州公共,http://192.168.6.1:35455/tptv/jsczgonggong.m3u8
常州生活,http://192.168.6.1:35455/tptv/jsczshenghuo.m3u8
常州新闻,http://192.168.6.1:35455/tptv/jsczxinwen.m3u8
南京教科,http://192.168.6.1:35455/tptv/G_NJJK.m3u8
南京少儿,http://192.168.6.1:35455/tptv/G_NJSE.m3u8
南京生活,http://192.168.6.1:35455/tptv/G_NJSH.m3u8
南京十八,http://192.168.6.1:35455/tptv/G_NJSB.m3u8
南京新闻综合,http://192.168.6.1:35455/tptv/G_NJXW.m3u8
南京信息,http://192.168.6.1:35455/tptv/G_NJXX.m3u8
南京影视,http://192.168.6.1:35455/tptv/G_NJYS.m3u8
南京娱乐,http://192.168.6.1:35455/tptv/G_NJYL.m3u8
南来北往,http://192.168.6.1:35455/tptv/GITV-JS-39.m3u8
南通二套,http://192.168.6.1:35455/tptv/jsntertao.m3u8
南通一套,http://192.168.6.1:35455/tptv/jsntyitao.m3u8
邳州综合,http://192.168.6.1:35455/tptv/pzzonghe.m3u8
邳州综艺,http://192.168.6.1:35455/tptv/pzzongyi.m3u8
赣榆新闻综合,http://192.168.6.1:35455/tptv/HD-2500k-1080P-ganyutv.m3u8
宿迁公共,http://192.168.6.1:35455/tptv/G_SQGG.m3u8
宿迁综合,http://192.168.6.1:35455/tptv/G_SQZH.m3u8
睢宁三农,http://192.168.6.1:35455/tptv/xzsnsn.m3u8
睢宁资讯,http://192.168.6.1:35455/tptv/xzsnzx.m3u8
睢宁综合,http://192.168.6.1:35455/tptv/xzsnzh.m3u8
徐州公共,http://192.168.6.1:35455/tptv/xzgg.m3u8
徐州经济生活,http://192.168.6.1:35455/tptv/xzjjsh.m3u8
徐州沛县生活,http://192.168.6.1:35455/tptv/xzpxsh.m3u8
徐州沛县新闻综合,http://192.168.6.1:35455/tptv/xzpxxwzh.m3u8
徐州沛县综艺,http://192.168.6.1:35455/tptv/xzpxzy.m3u8
徐州文艺影视,http://192.168.6.1:35455/tptv/xzwyys.m3u8
徐州新闻综合,http://192.168.6.1:35455/tptv/xzxwzh.m3u8
徐州新沂3套,http://192.168.6.1:35455/tptv/G_XZXYTV-3.m3u8
伊春公共,http://192.168.6.1:35455/tptv/jsntsantao.m3u8
镇江二套,http://192.168.6.1:35455/tptv/G_ZHENJIANGTV-2.m3u8
镇江三套,http://192.168.6.1:35455/tptv/G_ZHENJIANGTV-3.m3u8
镇江一套,http://192.168.6.1:35455/tptv/G_ZHENJIANGTV-1.m3u8
网络点播,#genre#
黑莓电影,http://192.168.6.1:35455/tptv/HD-8000k-1080P-Supermovie.m3u8
高分电影,http://192.168.6.1:35455/tptv/GITV-JS-14.m3u8
高清臻享睛彩竞技,http://192.168.6.1:35455/tptv/miguaoyun1-AVS.m3u8
睛彩竞技,http://192.168.6.1:35455/tptv/HD-8000k-1080P-miguaoyun2.m3u8
自然风景,http://192.168.6.1:35455/tptv/GITV-JS-18.m3u8
臻享推荐,http://192.168.6.1:35455/tptv/GITV-JS-36.m3u8
睛彩篮球,http://192.168.6.1:35455/tptv/HD-8000k-1080P-miguaoyun1.m3u8
睛彩中原,http://192.168.6.1:35455/tptv/HD-8000k-1080P-quanminrl.m3u8
怀旧MTV,http://192.168.6.1:35455/tptv/GITV-JS-37.m3u8
纪录片,http://192.168.6.1:35455/tptv/GITV-JS-32.m3u8
戏曲音乐,http://192.168.6.1:35455/tptv/GITV-JS-23.m3u8
亲子玩具,http://192.168.6.1:35455/tptv/GITV-JS-21.m3u8
动漫星空,http://192.168.6.1:35455/tptv/GITV-JS-25.m3u8
动物世界,http://192.168.6.1:35455/tptv/GITV-JS-19.m3u8
儿童天地,http://192.168.6.1:35455/tptv/GITV-JS-31.m3u8
二更视频,http://192.168.6.1:35455/tptv/GITV-JS-7.m3u8
冰雪竞技场,http://192.168.6.1:35455/tptv/GITV-JS-45.m3u8
书籍解读,http://192.168.6.1:35455/tptv/GITV-JS-20.m3u8
居家健身,http://192.168.6.1:35455/tptv/GITV-JS-4.m3u8
军事之旅,http://192.168.6.1:35455/tptv/GITV-JS-29.m3u8
科幻世界,http://192.168.6.1:35455/tptv/GITV-JS-30.m3u8
百姓生活,http://192.168.6.1:35455/tptv/baixingsh.m3u8
第一院线,http://192.168.6.1:35455/tptv/GITV-JS-2.m3u8
电视剧,http://192.168.6.1:35455/tptv/GITV-JS-6.m3u8
影视剧场,http://192.168.6.1:35455/tptv/GITV-JS-1.m3u
iHOT-爱电竞,http://192.168.6.1:35455/itv/6000000006000230630.m3u8?cdn=wasusyt
iHOT-爱谍战,http://192.168.6.1:35455/itv/6000000006000070630.m3u8?cdn=wasusyt
iHOT-爱动漫,http://192.168.6.1:35455/itv/6000000006000280630.m3u8?cdn=wasusyt
iHOT-爱都市,http://192.168.6.1:35455/itv/6000000006000080630.m3u8?cdn=wasusyt
iHOT-爱怀旧,http://192.168.6.1:35455/itv/6000000006000260630.m3u8?cdn=wasusyt
iHOT-爱经典,http://192.168.6.1:35455/itv/6000000006000060630.m3u8?cdn=wasusyt
iHOT-爱科幻,http://192.168.6.1:35455/itv/6000000006000020630.m3u8?cdn=wasusyt
iHOT-爱科学,http://192.168.6.1:35455/itv/6000000006000160630.m3u8?cdn=wasusyt
iHOT-爱浪漫,http://192.168.6.1:35455/itv/6000000006000040630.m3u8?cdn=wasusyt
iHOT-爱历史,http://192.168.6.1:35455/itv/6000000006000150630.m3u8?cdn=wasusyt
iHOT-爱旅行,http://192.168.6.1:35455/itv/6000000006000250630.m3u8?cdn=wasusyt
iHOT-爱奇谈,http://192.168.6.1:35455/itv/6000000006000270630.m3u8?cdn=wasusyt
iHOT-爱青春,http://192.168.6.1:35455/itv/6000000006000100630.m3u8?cdn=wasusyt
iHOT-爱赛车,http://192.168.6.1:35455/itv/6000000006000240630.m3u8?cdn=wasusyt
iHOT-爱体育,http://192.168.6.1:35455/itv/6000000006000290630.m3u8?cdn=wasusyt
iHOT-爱玩具,http://192.168.6.1:35455/itv/6000000006000220630.m3u8?cdn=wasusyt
iHOT-爱喜剧,http://192.168.6.1:35455/itv/6000000006000010630.m3u8?cdn=wasusyt
iHOT-爱悬疑,http://192.168.6.1:35455/itv/6000000006000050630.m3u8?cdn=wasusyt
iHOT-爱院线,http://192.168.6.1:35455/itv/6000000006000030630.m3u8?cdn=wasusyt
NewTV-爱情喜剧,http://192.168.6.1:35455/itv/2000000003000000010.m3u8?cdn=hnbblive
NewTV-超级电视剧,http://192.168.6.1:35455/itv/1000000006000268003.m3u8?cdn=ystenlive
NewTV-超级电影,http://192.168.6.1:35455/itv/1000000003000012426.m3u8?cdn=ystenlive
NewTV-超级体育,http://192.168.6.1:35455/itv/1000000001000009601.m3u8?cdn=ystenlive
NewTV-超级综艺,http://192.168.6.1:35455/itv/1000000006000268002.m3u8?cdn=ystenlive
NewTV-潮妈辣婆,http://192.168.6.1:35455/itv/2000000003000000018.m3u8?cdn=hnbblive
NewTV-哒啵电竞,http://192.168.6.1:35455/itv/1000000006000032327.m3u8?cdn=ystenlive
NewTV-哒啵赛事,http://192.168.6.1:35455/itv/1000000001000003775.m3u8?cdn=ystenlive
NewTV-东北热剧,http://192.168.6.1:35455/itv/1000000005000266013.m3u8?cdn=ystenlive
NewTV-动作电影,http://192.168.6.1:35455/itv/1000000004000018653.m3u8?cdn=ystenlive
NewTV-古装剧场,http://192.168.6.1:35455/itv/2000000003000000024.m3u8?cdn=hnbblive
NewTV-黑莓电影,http://192.168.6.1:35455/itv/1000000004000019624.m3u8?cdn=ystenlive
NewTV-黑莓动画,http://192.168.6.1:35455/itv/1000000004000021734.m3u8?cdn=ystenlive
NewTV-欢乐剧场,http://192.168.6.1:35455/itv/1000000005000266012.m3u8?cdn=ystenlive
NewTV-家庭剧场,http://192.168.6.1:35455/itv/1000000004000008284.m3u8?cdn=ystenlive
NewTV-金牌综艺,http://192.168.6.1:35455/itv/1000000004000026167.m3u8?cdn=ystenlive
NewTV-惊悚悬疑,http://192.168.6.1:35455/itv/1000000004000024282.m3u8?cdn=ystenlive
NewTV-精品大剧,http://192.168.6.1:35455/itv/1000000004000013968.m3u8?cdn=ystenlive
NewTV-精品纪录,http://192.168.6.1:35455/itv/1000000004000013730.m3u8?cdn=ystenlive
NewTV-精品萌宠,http://192.168.6.1:35455/itv/1000000006000032328.m3u8?cdn=ystenlive
NewTV精品电影,http://gslbservzqhsw.itv.cmvideo.cn/000000001000/8785669936177902664/1.m3u8?channel-id=ystenlive&Contentid=8785669936177902664&livemode=1&stbId=00
NewTV精品大剧,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/7882297361445410858/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=7882297361445410858#http://gslbservzqhsw.itv.cmvideo.cn/000000001000/1000000004000013968/1.m3u8?channel-id=ystenlive&Contentid=1000000004000013968&livemode=1&stbId=3#http://gslbservzqhsw.itv.cmvideo.cn/000000001000/1000000004000013968/index.m3u8?channel-id=ystenlive&Contentid=1000000004000013968&livemode=1&stbId=3#http://gslbservzqhsw.itv.cmvideo.cn/000000001000/7882297361445410858/1.m3u8?channel-id=ystenlive&Contentid=7882297361445410858&livemode=1&stbId=00#http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=7882297361445410858&livemode=1&stbId=3
NewTV惊悚悬疑,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/7151256057701199617/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=7151256057701199617#http://gslbservzqhsw.itv.cmvideo.cn/000000001000/1000000004000024282/1.m3u8?channel-id=ystenlive&Contentid=1000000004000024282&livemode=1&stbId=3#http://gslbservzqhsw.itv.cmvideo.cn/000000001000/7151256057701199617/1.m3u8?channel-id=ystenlive&Contentid=7151256057701199617&livemode=1&stbId=00#http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=7151256057701199617&livemode=1&stbId=3
NewTV海外剧场,http://gslbservzqhsw.itv.cmvideo.cn/000000001000/7681593242002292003/1.m3u8?channel-id=ystenlive&Contentid=7681593242002292003&livemode=1&stbId=00#http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=7681593242002292003&livemode=1&stbId=3#http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=7681593242002292003&livemode=1&stbId=4
NewTV-精品体育,http://192.168.6.1:35455/itv/1000000004000014634.m3u8?cdn=ystenlive
NewTV-精品综合,http://192.168.6.1:35455/itv/1000000004000019008.m3u8?cdn=ystenlive
NewTV-军旅剧场,http://192.168.6.1:35455/itv/2000000003000000014.m3u8?cdn=hnbblive
NewTV-军事评论,http://192.168.6.1:35455/itv/2000000003000000022.m3u8?cdn=hnbblive
NewTV-魅力潇湘,http://192.168.6.1:35455/itv/1000000001000006197.m3u8?cdn=ystenlive
NewTV-明星大片,http://192.168.6.1:35455/itv/2000000003000000016.m3u8?cdn=hnbblive
NewTV-农业致富,http://192.168.6.1:35455/itv/2000000003000000003.m3u8?cdn=hnbblive
NewTV-武博世界,http://192.168.6.1:35455/itv/2000000003000000007.m3u8?cdn=hnbblive
NewTV-炫舞未来,http://192.168.6.1:35455/itv/1000000001000000515.m3u8?cdn=ystenlive
NewTV-怡伴健康,http://192.168.6.1:35455/itv/1000000005000266011.m3u8?cdn=ystenlive
NewTV-中国功夫,http://192.168.6.1:35455/itv/2000000003000000009.m3u8?cdn=hnbblive
newtv炫舞未来,http://192.168.6.1:35455/tptv/HD-4000k-1080P-xwwl.m3u8
咪咕全民热练,http://192.168.6.1:35455/itv/3000000020000031315.m3u8?cdn=FifastbLive
咪咕视频_8M1080_湖南bblive-1,http://192.168.6.1:35455/itv/2000000003000000060.m3u8?cdn=hnbblive
咪咕视频_8M1080_湖南bblive-2,http://192.168.6.1:35455/itv/2000000003000000061.m3u8?cdn=hnbblive
咪咕视频_8M1080_湖南bblive-3,http://192.168.6.1:35455/itv/2000000003000000062.m3u8?cdn=hnbblive
咪咕视频_8M1080_湖南bblive-4,http://192.168.6.1:35455/itv/2000000003000000063.m3u8?cdn=hnbblive
咪咕视频_8M1080_湖南bblive-5,http://192.168.6.1:35455/itv/2000000003000000064.m3u8?cdn=hnbblive
咪咕视频_8M1080_湖南bblive-6,http://192.168.6.1:35455/itv/2000000003000000065.m3u8?cdn=hnbblive
咪咕视频_8M1080_咪视通-1,http://192.168.6.1:35455/itv/3000000001000005308.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-10,http://192.168.6.1:35455/itv/3000000001000031494.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-11,http://192.168.6.1:35455/itv/3000000010000005837.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-12,http://192.168.6.1:35455/itv/3000000020000011518.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-13,http://192.168.6.1:35455/itv/3000000020000011519.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-14,http://192.168.6.1:35455/itv/3000000020000011520.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-15,http://192.168.6.1:35455/itv/3000000020000011521.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-16,http://192.168.6.1:35455/itv/3000000020000011522.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-17,http://192.168.6.1:35455/itv/3000000020000011523.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-18,http://192.168.6.1:35455/itv/3000000020000011524.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-19,http://192.168.6.1:35455/itv/3000000020000011525.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-2,http://192.168.6.1:35455/itv/3000000001000005969.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-20,http://192.168.6.1:35455/itv/3000000020000011528.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-21,http://192.168.6.1:35455/itv/3000000020000011529.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-22,http://192.168.6.1:35455/itv/3000000020000011530.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-23,http://192.168.6.1:35455/itv/3000000020000011531.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-24,http://192.168.6.1:35455/itv/3000000010000000097.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-25,http://192.168.6.1:35455/itv/3000000010000002019.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-26,http://192.168.6.1:35455/itv/3000000010000002809.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-27,http://192.168.6.1:35455/itv/3000000010000003915.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-28,http://192.168.6.1:35455/itv/3000000010000004193.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-29,http://192.168.6.1:35455/itv/3000000010000006077.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-3,http://192.168.6.1:35455/itv/3000000001000007218.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-30,http://192.168.6.1:35455/itv/3000000010000006658.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-31,http://192.168.6.1:35455/itv/3000000010000009788.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-32,http://192.168.6.1:35455/itv/3000000010000010833.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-33,http://192.168.6.1:35455/itv/3000000010000011297.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-34,http://192.168.6.1:35455/itv/3000000010000011518.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-35,http://192.168.6.1:35455/itv/3000000010000012558.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-36,http://192.168.6.1:35455/itv/3000000010000012616.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-37,http://192.168.6.1:35455/itv/3000000010000015470.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-38,http://192.168.6.1:35455/itv/3000000010000015560.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-39,http://192.168.6.1:35455/itv/3000000010000017678.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-4,http://192.168.6.1:35455/itv/3000000001000008001.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-40,http://192.168.6.1:35455/itv/3000000010000019839.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-41,http://192.168.6.1:35455/itv/3000000010000021904.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-42,http://192.168.6.1:35455/itv/3000000010000023434.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-43,http://192.168.6.1:35455/itv/3000000010000025380.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-44,http://192.168.6.1:35455/itv/3000000010000027691.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-45,http://192.168.6.1:35455/itv/3000000010000031669.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-5,http://192.168.6.1:35455/itv/3000000001000008176.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-6,http://192.168.6.1:35455/itv/3000000001000008379.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-7,http://192.168.6.1:35455/itv/3000000001000010129.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-8,http://192.168.6.1:35455/itv/3000000001000010948.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-9,http://192.168.6.1:35455/itv/3000000001000028638.m3u8?cdn=FifastbLive
咪咕视频_8M1080_易视腾-1,http://192.168.6.1:35455/itv/1000000006000270001.m3u8?cdn=ystenlive
咪咕视频_8M1080_易视腾-2,http://192.168.6.1:35455/itv/1000000006000270002.m3u8?cdn=ystenlive
咪咕视频_8M1080_易视腾-3,http://192.168.6.1:35455/itv/1000000006000270003.m3u8?cdn=ystenlive
咪咕视频_8M1080_易视腾-4,http://192.168.6.1:35455/itv/1000000006000270004.m3u8?cdn=ystenlive
咪咕视频_8M1080_易视腾-5,http://192.168.6.1:35455/itv/1000000006000270005.m3u8?cdn=ystenlive
咪咕视频_8M1080_易视腾-6,http://192.168.6.1:35455/itv/1000000006000270006.m3u8?cdn=ystenlive
百视通1,http://gslbservzqhsw.itv.cmvideo.cn/000000001000/5000000001000001116/index.m3u8?channel-id=bestzb&Contentid=5000000001000001116&livemode=1&stbId=3#http://gslbservzqhsw.itv.cmvideo.cn/000000001000/5000000001000002898/index.m3u8?channel-id=bestzb&Contentid=5000000001000002898&livemode=1&stbId=3#http://gslbservzqhsw.itv.cmvideo.cn/000000001000/5000000001000004876/index.m3u8?channel-id=bestzb&Contentid=5000000001000004876&livemode=1&stbId=3#http://gslbservzqhsw.itv.cmvideo.cn/000000001000/5000000001000004953/index.m3u8?channel-id=bestzb&Contentid=5000000001000004953&livemode=1&stbId=3#http://gslbservzqhsw.itv.cmvideo.cn/000000001000/5000000001000006777/index.m3u8?channel-id=bestzb&Contentid=5000000001000006777&livemode=1&stbId=3#http://gslbservzqhsw.itv.cmvideo.cn/000000001000/5000000001000017342/index.m3u8?channel-id=bestzb&Contentid=5000000001000017342&livemode=1&stbId=3#http://gslbservzqhsw.itv.cmvideo.cn/000000001000/5000000001000018009/index.m3u8?channel-id=bestzb&Contentid=5000000001000018009&livemode=1&stbId=3#http://gslbservzqhsw.itv.cmvideo.cn/000000001000/5000000001000019233/index.m3u8?channel-id=bestzb&Contentid=5000000001000019233&livemode=1&stbId=3
百事通直播2,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000001000001116/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000001000001116
百事通直播3,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000001000004953/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000001000004953
百事通直播4,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000001000006777/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000001000006777
百事通直播5,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000001000017342/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000001000017342
百事通直播6,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000001000018009/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000001000018009
百事通直播7,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000001000019233/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000001000019233
百事通直播8,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000001000022620/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000001000022620
百事通直播9,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000001000023256/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000001000023256
大吉大利影院,https://pull.kktv8.com/livekktv/128600025.flv
小宇60帧✔原,http://maomao.kandiantv.cn/douyu1.php?id=323876
恐怖惊悚✔原,http://maomao.kandiantv.cn/douyu1.php?id=96577
電影劇場✔原,http://maomao.kandiantv.cn/douyu1.php?id=7575350
豆瓣高分✔原,http://maomao.kandiantv.cn/douyu1.php?id=8770422
漫威剧情✔原,http://maomao.kandiantv.cn/douyu1.php?id=6140589
霍格沃茨✔原,http://maomao.kandiantv.cn/douyu1.php?id=8814650
鱼宝恐怖✔原,http://maomao.kandiantv.cn/douyu1.php?id=1165374
吃奶滴虫✔原,http://maomao.kandiantv.cn/douyu1.php?id=263824
喜剧电影✔原,http://maomao.kandiantv.cn/douyu1.php?id=9292492
欧美大片✔原,http://maomao.kandiantv.cn/douyu1.php?id=2793084
贝爷影厅✔原,http://maomao.kandiantv.cn/douyu1.php?id=252802
轮插点播#genre#
谢谢你温暖我,http://192.168.6.1:35455/tptv/COSHD-4000k-1080P-xxnwnw.m3u8
熊出没,http://192.168.6.1:35455/tptv/GITV-JS-10.m3u8
汪汪队立大功,http://192.168.6.1:35455/tptv/GITV-JS-13.m3u8
问心,http://192.168.6.1:35455/tptv/COSHD-4000k-1080P-wenxin.m3u8
请回答1988,http://192.168.6.1:35455/tptv/GITV-JS-50.m3u8
庆余年,http://192.168.6.1:35455/tptv/zhifouzf.m3u8
热门综艺,http://192.168.6.1:35455/tptv/GITV-JS-16.m3u8
山海情,http://192.168.6.1:35455/tptv/GITV-JS-44.m3u8
黑土无言,http://192.168.6.1:35455/tptv/COSHD-4000k-1080P-htwy.m3u8
猎冰,http://192.168.6.1:35455/tptv/cos-liebing.m3u8
漫长的季节,http://192.168.6.1:35455/tptv/manchangdjj.m3u8
美食美味,http://192.168.6.1:35455/tptv/GITV-JS-17.m3u8
梦中的那片海,http://192.168.6.1:35455/tptv/mengzhongdnph.m3u8
哈尔滨一九四四,http://192.168.6.1:35455/tptv/GITV-JS-28.m3u8
狂飙,http://192.168.6.1:35455/tptv/GITV-JS-41.m3u8
来自星星的你,http://192.168.6.1:35455/tptv/GITV-JS-47.m3u8
梨园经典荟萃,http://192.168.6.1:35455/tptv/COSHD-4000k-1080P-lyjdhc.m3u8
繁城之下,http://192.168.6.1:35455/tptv/COSHD-4000k-1080P-fczx.m3u8
繁花,http://192.168.6.1:35455/tptv/fanhua.m3u8
父辈的荣耀,http://192.168.6.1:35455/tptv/COSHD-4000k-1080P-fbdry.m3u8
楚乔传,http://192.168.6.1:35455/tptv/GITV-JS-26.m3u8
大江大河,http://192.168.6.1:35455/tptv/GITV-JS-43.m3u8
当你沉睡时,http://192.168.6.1:35455/tptv/COSHD-4000k-1080P-dncss.m3u8
德凯奥特曼,http://192.168.6.1:35455/tptv/GITV-JS-9.m3u8
超级飞侠,http://192.168.6.1:35455/tptv/GITV-JS-11.m3u8
永安梦,http://192.168.6.1:35455/tptv/cos-yonganmeng.m3u8
完美的她,http://192.168.6.1:35455/tptv/GITV-JS-27.m3u8
乡村爱情,http://192.168.6.1:35455/tptv/GITV-JS-15.m3u8
相声联欢,http://192.168.6.1:35455/tptv/GITV-JS-24.m3u8
小日子,http://192.168.6.1:35455/tptv/COSHD-4000k-1080P-xiaorizi.m3u
小猪佩奇,http://192.168.6.1:35455/tptv/GITV-JS-12.m3u8
邪恶与疯狂,http://192.168.6.1:35455/tptv/GITV-JS-46.m3u8
狗剩快跑,http://192.168.6.1:35455/tptv/GITV-JS-40.m3u8
掼蛋频道,http://192.168.6.1:35455/tptv/GITV-JS-34.m3u8
广场舞,http://192.168.6.1:35455/tptv/GITV-JS-22.m3u8
太阳的后裔,http://192.168.6.1:35455/tptv/GITV-JS-49.m3u8
体坛同期声,http://192.168.6.1:35455/tptv/GITV-JS-35.m3u8
